Coin_id,Grade,Description,Qty,Certification_no,Ownership,Grading_Serv,Type
amccs3,**,2023   AMAC Challenge Coin Set   **,60105,,104,,
SAE025,BU,2025 $1 Silver American Eagle BU,5020,,108,Other,B
NRA025,BU,2025 1oz NRA Silver Round BU,5003,,108,Other,B
AMCC21,**,2021 AMAC Challenge Coin **,2918,,104,Other,
TFCSB1,**,1oz Trump Fight Colorized Silver Flag Bar **,2407,,108,Other,B
DWCC21,**,2021 AMAC Dan Weber Challenge Coin **,2384,,104,Other,
AAHC23,**,2023 Appeal To Heaven AMAC Challenge Coin **,2096,,104,Other,
DTGNT1,**,Trump Gold Presidential Note **,1988,,108,Other,
ccbig5,**,2018 Big 5 Challenge Coin **,1878,,104,Other,B
1fcc23,**,2023 1st Freedom Challenge Coin **,1762,,104,Other,
MPST21,70,2021  Morgan & Peace Dollar Set MS70,1545,,104,,
SAE024,BU,2024 $1 Silver American Eagle BU,1438,,104,Other,B
SEKO25,70,2025 $1 Silver American Eagle OLeary Facsimile Sig MS70,1381,,108,NGC,B
DTFSR1,BU,1oz Donald Trump Fight Silver Round BU,1340,,104,Other,B
SFTF01,**,1oz Stand for the Flag Silver Bar **,1298,,108,Other,B
MGNO64,64,1883-1885 $1 Morgan Silver Dollar O-Mint Set 64,1235,,104,,
GEA014,**,Gold Expert Advantage **,1208,,104,,
ahcc23,**,2023 American Hunter Challenge Coin **,1029,,104,Other,
HHNY24,BU,2024 1oz Happy Holidays/NewYear Silver Round BU,999,,104,Other,B
DWCC22,**,2022 AMAC Dan Weber Challenge Coin **,997,,104,Other,
SVRP20,**,2020 Silver Report **,958,,104,,
AMCC15,**,2022 AMAC 15th Anniversary Challenge Coin **,916,,104,Other,
BULLT1,**,1oz Silver Bullet **,901,,104,Other,B
SRDT24,BU,2024 1oz Donald Trump Silver Round BU,858,,104,Other,B
JFK001,**,JFK Photo And Letter **,833,,104,,
ASDS00,BU,American Silver Dollar Set BU,805,,104,,B
NRA024,BU,2024 1oz NRA Silver Round BU,773,,104,Other,B
SAEA23,70,2023 $1 Silver Eagle Red Core AMAC Label MS70,705,,104,Other,B
BULLT2,**,2 oz Silver Bullet **,650,,104,Other,B
AMCC22,**,2022 AMAC Challenge Coin **,639,,104,Other,
TIII90,**,T III $20 Book 90-CC Cover **,623,,104,,B
ABRF24,BU,2024 1oz AMAC Betsy Ross Flag Round BU,608,,104,Other,B
HOHO24,BU,2024 1oz Santa Claus Silver Round BU,559,,104,Other,B
MPST21,69,2021  Morgan & Peace Dollar Set MS69,537,,104,,
nrac25,**,2025 NRA Challenge Coin **,500,,108,Other,
MFART1,**,Designer Of The GAE Reverse Article **,476,,104,,
SAEGR1,69,1986-2017 $1 Green Silver American Eagle Set MS69,441,,104,,
005070,VG,MERCURY 10C Mercury Dime VG,435,,104,Other,B
PMG023,**,Precious Metals Guide **,432,,104,,
JFKPD1,BU,2015 $1 JFK Presidential Dollar BU,428,,104,Other,B
IGWTA0,**,A Star Spangled Tribute to In God We Trust **,417,,104,,
MPDS21,70,2021 $1 Morgan/Peace Set NGC Adv. Rel. MS70,403,,104,,
SERD25,70,2025 $1 Silver Eagle CAC Graded Ron Drzewucki Sig 70,378,,108,CAC Grading,
ASKG25,BU,2025 1oz Silver Australian Kangaroo BU,329,,104,Other,B
SS8614,69,$1 SAE SERIES MS69,321,,104,,
SEPR21,69,2021 (P) $1 Silver American Eagle Red Core MS69,318,,104,Other,
SEPW21,69,2021 (P) $1 Silver American Eagle White Core MS69,305,,104,Other,
SEPB21,69,2021 (P ) $1 Silver American Eagle Blue Core MS69,304,,104,Other,
BBMS10,70,2014 $1 Baseball HOF 10 Coin Set Facsimile MS70,301,,104,,
MPRP23,70,2023-S $1 Morgan & Peace Dollar Rev PR Set CAC PR70,300,,104,,
AFSB01,**,1oz American Flag Silver Bar **,275,,104,Other,B
905313,70,2022-W $1 Silver American Eagle Burnished MS70,265,,104,Other,
IHPNY1,VG,1C Indian Head Penny Set VG,265,,104,,B
SNOW24,BU,2024 1oz Snowman Silver Round BU,260,,104,Other,B
SRDTC1,BU,1oz Texas Alamo Silver Round BU,252,,104,Other,
BRIT25,BU,2025 1oz Silver Britannia BU,244,,104,Other,B
BRIT24,BU,2024 1oz Silver Britannia BU,227,,104,Other,B
CSML25,BU,2025 1oz Silver Canadian Maple Leaf BU,203,,108,Other,B
000048,BU,1oz Silver Round  BU,202,,108,Other,B
DBDSR1,BU,1oz Drill Baby Drill Silver Round BU,200,,108,Other,B
amac02,bu,2019 1oz AMAC Silver Round 2 Coin Set BU,199,,104,,B
WPPK00,**,Wealth Privacy and Protection Kit **,197,,104,,
999991,**,Portfolio **,195,,104,,
346939,70,2024 $1 Silver American Eagle Ron Drzewucki Label MS70,191,,104,CAC Grading,
007296,64,1921 S$1 Morgan Dollar MORGAN MS64,187,,104,Other,
GAET25,BU,2025 $5 Gold American Eagle BU,185,,108,Other,B
GKDVD1,**,The Grassy Knoll DVD **,185,,104,,B
TIII82,**,T III $20 Book 82-S Cover **,179,,104,,B
DTMSB1,**,1oz Dont Tread On Me Silver Bar **,177,,104,Other,
003987,VG,BUFFALO 5C Buffalo Nickel VG,174,,104,Other,B
394668,BU,2008 D $1 John Quincy Adams First Day Of Issue BU,167,,104,,
SFSE23,BU,2023 $1 Silver American Eagle Forbes Signed BU,156,,104,Other,B
STEEL1,VG,1C Steel Penny VG,156,,104,Other,
GAET24,BU,2024 $5 Gold American Eagle BU,154,,104,Other,B
REA014,**,Reagan Print **,153,,108,,
FCAC20,**,Plastic CAC 20 Coin Box **,150,,108,Other,
394657,**,2008 D $1 James Monroe First Day Of Issue **,145,,104,,
ASKG24,BU,2024 1oz Silver Australian Kangaroo BU,145,,104,Other,B
USWN05,VG,5C War Nickel VG,137,,104,Other,
BUFSR1,BU,1oz Buffalo Silver Round BU,137,,104,Other,B
TIII15,**,T III $20 Book Signed **,128,,104,,B
REA014,**,Reagan Print **,128,,104,,
TIII23,**,2023 Type 3 Double Eagle Book **,125,,104,,
JKS014,69,2014 50C Kennedy Half Dollar Set 69,125,,104,,
969739,70,2024-S $1 Morgan Dollar Reverse Proof PR70,123,,108,NGC,
969742,70,2024-S $1 Peace Dollar Reverse Proof PR70,122,,108,NGC,
AFSB10,**,10 oz American Flag Silver Bar **,120,,104,Other,B
GBRT25,BU,2025 1/10oz Gold Britannia BU,118,,104,Other,B
AGTS19,**,SS Central America Book **,112,,104,Other,B
sftf18,**,2018  Stand for the Flag **,109,,104,Other,B
amacc1,**,2022   AMAC Challenge Coin Set   **,109,,104,,
MAPS24,70,2024 $1 Morgan & Peace Dollar Set MS70,107,,104,,
SAEC24,70,2024 $1 Silver American Eagle CAC Graded MS70,101,,104,CAC Grading,
ATB005,69,5 oz ATB SET MS69,101,,104,,
iaku00,**,Investors Advantage Gold Kit   **,100,,104,,B
006706,BU,1964 50C Kennedy Half Dollar BU,100,,104,,B
2020PP,**,20/20 Project Portfolio **,99,,104,,
LEGCY0,**,Legacy Kit **,99,,104,,
SSPN18,**,2018 SS Central America Gold Pinch **,99,,104,Other,
TIII77,**,T III $20 Book 77-S Cover **,98,,104,,B
RCCK00,**,Rare Coin Collectors Kit **,98,,104,,
PMDK00,**,Precious Metals Diversification Kit **,97,,104,,
mfge16,69,2016 $5 Gold American Eagle MF Label MS69,95,,104,Other,B
PSEK25,70,2025-W $1 Silver American Eagle OLeary Facsimile PR70,94,,108,NGC,
SAE025,70,2025 $1 Silver American Eagle MS70,92,,108,NGC,B
GIDK00,**,Gold IRA Diversification Kit **,90,,104,,
SRAZT1,BU,1/10oz Aztec Calendar Silver Round BU,88,,104,Other,B
RCIK00,**,Rare Coin Investors Kit **,88,,104,,
SRDSG1,BU,1oz Saint Design Silver Round BU,87,,104,Other,B
SRCT23,BU,2023 1oz Christmas Tree Silver Round BU,84,,104,Other,B
BUFST1,BU,1/10oz Buffalo Silver Round BU,80,,104,Other,B
30MMCF,**,30mm Crystal Flip **,80,,104,,
917898,70,2023-W $1 Silver American Eagle PR70,79,,104,NGC,
417875,BU,2010 $1 Abe Lincoln 1st Day BU,77,,104,,
FORBK1,**,Forbes Inflation Book **,74,,104,,
SAE024,70,2024 $1 Silver American Eagle MS70,73,,108,NGC,B
gdrf01,**,Gold Raffle **,72,,104,,
SAETB1,**,Silver American Eagle Tube **,70,,104,Other,B
38MMCF,**,38mm Crystal Flip **,70,,104,,
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,70,,104,Other,B
TIIB66,**,Type 2 $20 Book **,68,,104,,
BULL10,**,10 oz Silver Bullet **,66,,104,Other,B
AFSB10,**,10 oz American Flag Silver Bar **,64,,108,Other,B
SFSE23,BU,2023 $1 Silver American Eagle Forbes Signed BU,64,,104,PCGS,B
009808,69,1987 $1 Silver American Eagle MS69,63,,104,Other,
SAWA23,70,2023 $1 Silver American Eagle AMAC Label MS70,62,,104,Other,B
007296,63,1921 S$1 Morgan Dollar MORGAN MS63,62,,104,Other,
DTSE23,70,2023 $1 Silver American Eagle Trump Label MS70,61,,104,Other,B
SAEN23,70,2023 $1 Silver American Eagle NRA Label MS70,61,,104,Other,B
006706,64,1964 50C Kennedy Half Dollar MS64,61,,104,,
697673,69,2019-P $1 Apollo 11 50th Anniversary MS69,59,,104,,B
APH025,BU,2025 1oz Silver Austrian Philharmonic BU,55,,104,Other,B
SBTC23,69,2023 1oz Silver Britannia 2-Coin Set MS69,55,,104,,B
512954,BU,2012 5 oz Acadia ATB BU,54,,104,NGC,
MFGE17,70,2017 $5 Gold American Eagle MF Label 70,53,,104,NGC,B
099954,70,2001-W $1 Silver American Eagle PR70,52,,104,Other,
CMLT25,BU,2025 1/10oz Gold Canadian Maple Leaf BU,51,,108,Other,B
SRDSA1,BU,1oz Second Amendment Silver Round BU,50,,104,Other,B
SRAZH1,BU,1/2 oz Aztec Calendar Silver Round BU,50,,104,Other,
ASDS00,BU,American Silver Dollar Set BU,50,,108,,B
DRSB12,**,Double Row Slab Box 12 Inch **,50,,104,Other,
DTSE22,70,2022 $1 Silver American Eagle Trump Label MS70,50,,104,Other,B
006690,**,FRANKLIN 50C Franklin Half Dollar **,50,,104,Other,B
25gec1,**,$25 Gold American Eagle Capsule **,49,,104,,
ASSL25,BU,2025 1oz Silver Australian Lunar Snake BU,48,,104,Other,B
MPPS23,70,2023-S $1 Morgan & Peace Dollar Set PR70,48,,104,,
SFTF01,**,1oz Stand for the Flag Silver Bar **,48,,104,Other,B
148106,bu,2007 D $1 George Washington First Day Of Issue BU,48,,108,,
nrat20,**,2020 NRA Daily Passes **,47,,104,,
SRAZQ1,BU,1/4 oz Aztec Calendar Silver Round BU,47,,104,Other,B
PCGS20,**,Plastic PCGS 20 Coin Box **,47,,104,Other,B
212725,70,2023 $1 Peace Dollar CAC Graded MS70,45,,104,CAC Grading,
2CSE21,69,2021 $1 ASE Transitional 2-Coin Set T1 & T2 MS69,45,,104,Other,B
212724,70,2023 $1 Morgan Silver Dollar CAC Graded MS70,45,,104,CAC Grading,
148055,bu,2007 D $1 John Adams BU,44,,108,,
BULLT5,**,5 oz Silver Shotgun Shell **,43,,104,Other,B
148111,BU,2007 $1 James Madison First Day Of Issue BU,43,,104,,
SRDWD1,BU,1oz Walking Liberty Silver Round BU,43,,108,Other,B
PSEC24,70,2024-W $1 Silver Eagle Adv. Rel. CAC PR70,42,,104,CAC Grading,
999999,**,A Nine Coin S.dollar Holder **,42,,104,,
00S898,**,Signed IGC 20th Century **,42,,104,,
SRDMD1,BU,1oz Morgan Dollar Silver Round BU,40,,104,Other,B
MSDS20,64,Morgan Silver Dollar Starter Set MS64,40,,104,,
SBTC23,69,2023 1oz Silver Britannia 2-Coin Set MS69,40,,104,Other,B
DIFEE1,**,Die Fee **,39,,104,Other,
50GEC1,**,$50 Gold American Eagle Capsule **,39,,104,Other,
GAEQ25,BU,2025 $10 Gold American Eagle BU,38,,108,Other,B
009826,69,1989 $1 Silver American Eagle MS69,38,,104,Other,
EJS470,70,2014 $1 SAE (Elizabeth Jones Signature) 70,38,,104,NGC,
GEPT25,69,$25 Gold American Eagle Port MS69,37,,104,,
BUFSQ1,BU,1/4oz Buffalo Silver Round BU,37,,104,Other,B
MDAD24,70,2024-S $1 Morgan Dollar CAC Adv Delivery PR70,36,,104,CAC Grading,
SBAL24,BU,2024 1oz Silver Britannia and Liberty BU,36,,104,Other,B
GLDNT1,**,2017 1/10GR 2nd Amendment Gold Note **,36,,104,Other,B
150224,bu,2007 D $1 Thomas Jefferson First Day Of Issue BU,35,,104,,
969742,70,2024-S $1 Peace Dollar Reverse Proof PR70,35,,108,Other,
maps23,70,2023 $1 Morgan & Peace Dollar Set NGC Adv. Rel. MS70,35,,104,,
BUFSH1,BU,1/2oz Buffalo Silver Round BU,34,,108,Other,B
PDFD23,70,2023 $1 Peace Dollar CAC FD 70,34,,104,Other,
SRAZ01,BU,1oz Aztec Calendar Silver Round BU,34,,104,Other,B
AMCW24,BU,2024 1oz AMAC Dan Weber Silver Round BU,33,,104,,B
AHSB10,**,10 oz Asahi Silver Bar **,33,,108,Other,
SRDWD1,BU,1oz Walking Liberty Silver Round BU,33,,104,Other,B
BHOF20,70,2020-P $1 Silver Basketball Hall of Fame MS70,33,,104,Other,B
009808,69,1987 $1 Silver American Eagle MS69,33,,108,CAC Grading,
UNCTG1,**,2017 1/10GR 2nd Amendment Gold Note 1X5 sheet **,33,,104,Other,
969739,70,2024-S $1 Morgan Dollar Reverse Proof PR70,33,,108,Other,
CMPST1,64,$1 Classic Morgan & Peace Dollar Set MS64,32,,104,,
PTBAB1,**,Proud to Be an American **,32,,104,,
38MMCF,**,38mm Crystal Flip **,32,,104,Other,
417876,BU,2010 D $1 Abe Lincoln 1st Day BU,31,,104,,
212724,70,2023 $1 Morgan Silver Dollar CAC Graded MS70,30,,108,CAC Grading,
PSAR25,70,2025-W $1 Silver American Eagle CAC Adv Rel PR70,30,,108,CAC Grading,
003987,**,BUFFALO 5C Buffalo Nickel **,30,,104,Other,
SRDMD1,BU,1oz Morgan Dollar Silver Round BU,30,,108,Other,B
MSFA21,70,2021-S $1 Morgan Dollar NGC Adv. Rel. MS70,29,,104,NGC,
KOOK25,BU,2025 1oz Australian Silver Kookaburra BU,29,,108,Other,B
JFKPD1,BU,2015 $1 JFK Presidential Dollar BU,29,,104,,B
HOHO23,BU,2023 1oz Santa Claus Silver Round BU,29,,104,Other,B
943505,70,2024-W $1 Silver American Eagle PR70,28,,108,CAC Grading,
925283,70,2023 $1 Peace Dollar MS70,28,,104,NGC,
148109,bu,2007 $1 Thomas Jefferson First Day Of Issue BU,28,,108,,
925279,70,2023 $1 Morgan Dollar MS70,28,,104,NGC,
346939,70,2024 $1 Silver American Eagle Ron Drzewucki Label MS70,28,,108,CAC Grading,
MDFD23,70,2023 $1 Morgan Silver Dollar CAC FD MS70,27,,104,CAC Grading,
877712,69,2021-S $1 Morgan Dollar MS69,27,,104,NGC,
MFGE16,70,2016 $5 Gold American Eagle MF Label MS70,27,,104,NGC,
RDPD23,70,2023 $1 Peace Dollar Ron Drzewucki Signature MS70,27,,108,CAC Grading,
SEKO25,70,2025 $1 Silver American Eagle OLeary Facsimile Sig MS70,26,,108,Other,B
BHFP20,70,2020 $1 Silver Basketball Hall of Fame PR70,25,,104,Other,B
MPRS23,70,2023-S $1 Morgan & Peace Dollar Rev PR Set 70,25,,104,,
DTFSR1,BU,1oz Donald Trump Fight Silver Round BU,25,,108,Other,B
RRDP16,BU,2016 $1 Ronald Reagan Presidential Dollar P BU,25,,104,Other,B
009816,69,1988 $1 Silver American Eagle MS69,25,,104,Other,
ASSH25,BU,2025 1/2oz Silver Australian Lunar Snake BU,25,,104,Other,B
05GEC1,**,$5 Gold American Eagle Capsule **,25,,104,Other,
375534,70,2024-S $1 Peace Dollar Reverse Proof Adv Delivery PR70,25,,104,CAC Grading,
MSFA21,70,2021-S $1 Morgan Dollar NGC Adv. Rel. MS70,24,,104,Other,
512954,69,2012 5 oz Acadia ATB MS69,24,,104,NGC,
PGE421,70,2021-W Proof Gold American Eagle Set Type 2 PR70,24,,104,,
TRMP20,70,2020 $1 Silver American Eagle Trump Label 2 MS70,24,,104,Other,
MNOA21,70,2021 $1 Morgan Dollar O Privy NGC Adv. Rel. MS70,23,,104,Other,
CABBK1,**,Cabelas Wild Game Cookbook **,23,,104,,B
697673,70,2019-P $1 Apollo 11 50th Anniversary MS70,23,,104,Other,B
MPHA21,70,2021 $1 Morgan Dollar NGC Adv. Rel. MS70,23,,104,Other,
39MMCF,**,39mm Crystal Flip **,22,,104,Other,
DTCC20,**,2020 Donald Trump Challenge Coin **,22,,104,Other,B
MDNA21,70,2021-D $1 Morgan Dollar NGC Adv. Rel. MS70,22,,104,Other,
CSML25,BU,2025 1oz Silver Canadian Maple Leaf BU,21,,104,,B
MLECS1,**,$1 Military And Law Enforcement Commem **,21,,104,Other,
SAE024,BU,2024 $1 Silver American Eagle BU,21,,108,Other,B
AFSB01,**,1oz American Flag Silver Bar **,20,,108,Other,B
PCSLV1,**,Plastic Currency Sleeve **,20,,104,Other,
SEFD23,70,2023 $1 Silver American Eagle CAC First Delivery MS70,20,,104,Other,
AMACR1,BU,1oz AMAC Silver Round BU,20,,104,Other,B
973239,BU,2025 1oz Gold Buffalo BU,20,,108,Other,B
009912,BU,1997 $1 Silver American Eagle BU,20,,104,Other,B
APH025,BU,2025 1oz Silver Austrian Philharmonic BU,20,,108,Other,B
009876,BU,1994 $1 Silver American Eagle BU,20,,104,Other,B
007357,63,1922 $1 Peace Dollar MS63,20,,104,Other,
009900,BU,1996 $1 Silver American Eagle BU,20,,104,Other,B
922848,70,2023-W $1 Silver American Eagle Burnished MS70,19,,104,CAC Grading,
SGBO24,70,2024 1 oz Silver Britannia and Liberty PR70,19,,104,Other,
006706,66,1964 50C Kennedy Half Dollar MS66,19,,104,,
148057,bu,2007 D $1 Thomas Jefferson BU,19,,108,,
515913,69,2013 $1 Silver American Eagle MS69,19,,104,Other,
PDAD24,70,2024-S $1 Peace Dollar CAC Adv Delivery PR70,18,,108,CAC Grading,
SRAZ05,BU,5 oz Aztec Calendar Silver Round BU,18,,108,Other,B
007166,63,1886 S$1 Morgan Dollar MS63,18,,104,Other,B
30MMCF,**,30mm Crystal Flip **,18,,104,Other,
375532,70,2024-S $1 Morgan Dollar Reverse Proof Adv Delivery PR70,18,,104,CAC Grading,
GAE024,BU,2024 $50 Gold American Eagle BU,17,,108,Other,B
SRDT24,BU,2024 1oz Donald Trump Silver Round BU,17,,108,Other,B
616690,69,2017 $1 Silver American Eagle MS69,17,,104,CAC Grading,
009949,69,2000 $1 Silver American Eagle MS69,17,,104,Other,
375527,70,2024-P $1 Peace Dollar CAC ADV. REL. MS70,17,,104,CAC Grading,
SRAZ02,BU,2 oz Aztec Calendar Silver Round BU,16,,108,Other,
000048,BU,1oz Silver Round  BU,16,,104,Other,B
SAEN24,69,2024 $1 Silver American Eagle Black Core MS69,16,,104,NGC,B
SFRN00,**,.999 Fine Silver Federal Reserve Note **,16,,104,Other,
MPBS23,70,2023 $1 Morgan & Peace Dollar Set MS70,15,,104,,
MGN010,**,10 oz Morgan Dollar Silver Bar **,15,,108,Other,B
SAE025,BU,2025 $1 Silver American Eagle BU,15,,104,Other,B
817900,69,2020 (P) $1 Silver American Eagle MS69,15,,104,Other,
CML024,BU,2024 1oz Canada Silver Maple Leaf BU,15,,104,Other,B
SAE025,70,2025 $1 Silver American Eagle MS70,15,,108,PCGS,B
GCML24,BU,2024 1 oz Gold Maple Leaf BU,15,,104,Other,B
LHIB25,**,Lighthouse Intercept Box 25 Slab **,14,,104,Other,B
375527,70,2024-P $1 Peace Dollar CAC ADV. REL. MS70,14,,108,CAC Grading,
BULLT1,**,1oz Silver Bullet **,13,,104,,B
MPHA21,70,2021 $1 Morgan Dollar NGC Adv. Rel. MS70,13,,104,NGC,
948780,70,2024-W $1 Silver American Eagle Burnished MS70,13,,104,NGC,
30GP01,BU,30 g Silver Chinese Panda BU,13,,108,Other,B
RCM010,**,10 oz RCM Silver Bar **,13,,108,Other,B
SRDT22,BU,2022 1oz Donald Trump Silver Round BU,13,,104,Other,B
PPHA21,70,2021 $1 Peace Dollar NGC Adv. Rel. MS70,13,,104,Other,
BRTH25,BU,2025 1/4 oz Silver Britannia BU,12,,104,,B
GCML25,BU,2025 1oz Gold Canadian Maple Leaf BU,12,,108,Other,B
148053,BU,2007 D $1 George Washington BU,12,,104,,
9808SF,69,1987 (S) $1 Silver American Eagle MS69,12,,104,Other,
935925,BU,2024 $50 Gold Buffalo BU,12,,104,Other,B
SAE025,70,2025 $1 Silver American Eagle MS70,12,,108,Other,B
MPHA21,70,2021 $1 Morgan Dollar NGC Adv. Rel. MS70,11,,104,NGC,
48CNCS,**,48 Coin Slab Carrying Case **,11,,104,Other,
tiii82,**,T III $20 Book 82-S Cover **,11,,108,,B
900786,BU,1oz Gold S. African Krugerrand BU,11,,108,Other,B
brit25,BU,2025 1oz Silver Britannia BU,11,,108,Other,B
GAE025,BU,2025 $50 Gold American Eagle BU,11,,108,Other,B
GAEH25,BU,2025 $25 Gold American Eagle BU,11,,108,Other,B
006669,64,1954-S 50C Franklin Half Dollar MS64,11,,104,Other,
Pses21,70,1986-2021 $1 Silver American Eagle Set PR70,11,,104,,
570522,BU,2016 $1 Silver American Eagle BU,11,,104,Other,B
IGWC14,BU,2014 2C In God We Trust Medal Copper BU,11,,104,,
957342,70,2024 $1 Peace Dollar MS70,11,,108,NGC,
mpfd23,70,2023-S $1 Morgan & Peace Dollar Set CAC PR70,11,,104,,
9808SF,69,1987 (S) $1 Silver American Eagle MS69,10,,104,NGC,
MCCA21,70,2021 $1 Morgan Dollar CC Privy NGC Adv. Rel. MS70,10,,104,Other,
srdsg1,BU,1oz Saint Design Silver Round BU,10,,108,Other,B
592720,69,2016 $1 Silver Eagle Wayne La Pierre Sig MS69,10,,104,Other,B
PSAE21,69,2021-W $1 Silver American Eagle Type 1 PR69,10,,104,Other,B
MFDP23,70,2023-S $1 Morgan Dollar CAC PR70,10,,104,CAC Grading,
009862,BU,1992 $25 Gold American Eagle BU,10,,104,,
25X25B,**,2.5 x 2.5 In Box of Vinyl Coin Flips **,10,,104,Other,
375526,70,2024-P $1 Morgan Silver Dollar CAC Adv. Rel. MS70,10,,104,CAC Grading,
089975,69,2005 $1 SAE First Strike MS69,10,,104,PCGS,
MFART1,**,Designer Of The GAE Reverse Article **,10,,108,,
NRACC1,**,NRA Challenge Coin Set UCB **,10,,104,,
GAET20,BU,2020 $5 Gold American Eagle BU,10,,108,,B
SAEP21,70,2021 (P) $1 Silver American Eagle MS70,10,,104,Other,B
GEPS22,70,2022-W Proof Gold American Eagle Set PR70,10,,104,,
JKHD50,**,$50 Bag Of 90% Half Dollars **,10,,104,Other,B
pges24,70,2024 4 Pc Gold American Eagle Proof Set PR70,10,,104,,
FAMAC1,**,Free 1 Year AMAC Membership **,10,,104,,
10GAEG,BU,$10 Gold American Eagle Generic BU,10,,108,Other,B
GEPS23,70,2023-W 4 Pc Proof Gold American Eagle Set PR70,10,,104,,
TRPW20,69,2020 (P) $1 Silver American Eagle Trump Label White Core 69,9,,104,Other,
AGTS19,**,SS Central America Book **,9,,108,,B
006676,65,1959 50C Franklin Half Dollar MS65,9,,104,PCGS,
MDAD24,70,2024-S $1 Morgan Dollar CAC Adv Delivery PR70,9,,108,CAC Grading,
JKD025,**,$25 Bag Of 90% Silver **,9,,104,,B
SBGN05,**,5 oz Generic Silver Bar **,9,,104,Other,
SBF001,**,1oz Silver Bar Crystal Flip **,9,,104,Other,
10GEC1,**,$10 Gold American Eagle Capsule **,9,,104,Other,
TII020,**,Type Two $20 Lib **,9,,104,,
006690,**,FRANKLIN 50C Franklin Half Dollar **,9,,104,,B
3CWBGT,**,3 Coin Wood Display Box with Glass Top **,9,,104,Other,B
SRDWD1,BU,1oz Walking Liberty Silver Round BU,8,,104,,B
APH025,BU,2025 1oz Silver Austrian Philharmonic BU,8,,104,,B
CMLT25,BU,2025 1/10oz Gold Canadian Maple Leaf BU,8,,104,Other,B
877714,70,2021 $1 Peace Dollar MS70,8,,104,Other,
BRIT24,BU,2024 1oz Silver Britannia BU,8,,108,Other,B
IGWB14,BU,2014 2C In God We Trust Medal Bronze BU,8,,104,,
375526,70,2024-P $1 Morgan Silver Dollar CAC Adv. Rel. MS70,8,,108,CAC Grading,
MLTAD1,BU,1oz Mexican Silver Libertad BU,8,,104,Other,B
SBBF10,**,10 oz Buffalo Silver Bar **,8,,108,Other,B
PPAP21,70,2021 $1 Peace Dollar PCGS Adv. Rel. MS70,7,,104,PCGS,
MOAP21,70,2021 $1 Morgan Dollar O Privy PCGS Adv. Rel. MS70,7,,104,PCGS,
MLTAD1,BU,1oz Mexican Silver Libertad BU,7,,108,Other,B
APH024,BU,2024 1oz Silver Austrian Philharmonic BU,7,,104,Other,B
000207,69,2013 W $1 Enhanced Finish ER Black SP69,7,,104,Other,
006676,64,1959 50C Franklin Half Dollar MS64,7,,104,Other,
SLECT4,**,Select 4 Portfolio **,7,,104,,
amcd01,**,AMAC Charity Donations **,7,,104,,B
006681,64,1961-D 50C Franklin Half Dollar MS64,7,,104,Other,
WKL010,**,10 oz Walking Liberty Silver Bar **,7,,108,Other,B
150224,bu,2007 D $1 Thomas Jefferson First Day Of Issue BU,7,,108,,
924257,70,2023-S $1 Silver American Eagle PR70,7,,104,NGC,
INVQZ1,**,Investor Quiz **,7,,104,,
PDFD23,70,2023 $1 Peace Dollar CAC FD 70,7,,104,CAC Grading,
1CWBGT,**,1 Coin Wood Display Box with Glass Top **,7,,108,Other,B
MNOA21,70,2021 $1 Morgan Dollar O Privy NGC Adv. Rel. MS70,6,,104,NGC,
askg25,BU,2025 1oz Silver Australian Kangaroo BU,6,,108,Other,B
877709,70,2021 $1 Morgan Dollar CC Privy MS70,6,,104,Other,
006707,64,1964-D 50C Kennedy Half Dollar MS64,6,,104,,
BULLT1,**,1oz Silver Bullet **,6,,108,Other,B
007360,63,1923 S$1 Peace Dollar MS63,6,,104,Other,
3pcwdc,**,3 Coin Wood Display Box **,6,,104,,
006706,64,1964 50C Kennedy Half Dollar MS64,6,,104,Other,
25GEC1,**,$25 Gold American Eagle Capsule **,6,,104,Other,
PDFD23,70,2023 $1 Peace Dollar CAC FD 70,6,,104,,
006673,65,1957-D 50C Franklin Half Dollar MS65,6,,104,PCGS,
SET221,69,2021 $1 Silver American Eagle Type 2 MS69,6,,108,CAC Grading,
007296,**,1921 S$1 Morgan Dollar MORGAN **,6,,108,,
FIDMG1,**,Fidelity Magnifying Glass **,6,,104,,
885721,70,2021-W $1 Silver American Eagle Type 2 PR70,6,,104,Other,
148059,BU,2007 D $1 James Madison BU,6,,104,,
592719,69,2016 $1 Silver Eagle Wayne La Pierre Facs Sig MS69,6,,104,PCGS,B
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,6,,108,CAC Grading,
009816,69,1988 $1 Silver American Eagle MS69,5,,104,NGC,
006706,66,1964 50C Kennedy Half Dollar MS66,5,,104,,
ftii66,**,Fidelity Type II $20 Liberty Book **,5,,104,,
957341,70,2024 $1 Morgan Dollar MS70,5,,108,NGC,
ASKG25,BU,2025 1oz Silver Australian Kangaroo BU,5,,104,,B
SEFD23,70,2023 $1 Silver American Eagle CAC First Delivery MS70,5,,104,CAC Grading,
GENFS1,BU,1oz Generic NRA Silver Rounds BU,5,,104,Other,B
CMSW18,BU,2018 $5 Canada Silver Wolf BU,5,,104,Other,B
CMSS16,BU,2016 $5 Canada Silver Superman Shield BU,5,,104,Other,B
SRDT23,BU,2023 1oz Donald Trump Silver Round BU,5,,104,Other,B
