Coin_id,Grade,Description,Qty,Certification_no,Ownership,Grading_Serv,Type
921117,70,2006-W $25 Platinum Amer. Eagle PR70,1,006546529023,104,NGC,
150430,70,2007-W $25 Gold American Eagle Burnished MS70,1,006546267003,104,NGC,
089989,70,2006-W $50 Gold American Eagle Burnished MS70,1,006545101006,104,NGC,
146918,69,2007 $25 Gold American Eagle MS69,1,006543381026,108,NGC,
009806,70,1986 $50 Gold American Eagle MS70,1,006543364006,104,NGC,
099782,70,2000-W $100 Platinum Amer. Eagle PR70,1,006543052025,104,NGC,
811479,70,2020-W $100 Plat. Eagle - Happiness PR70,1,006538168051,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006536776024,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006536776021,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006536776017,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006536776014,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006536776013,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006536776009,104,NGC,
150429,70,2007-W $10 Gold American Eagle Burnished MS70,1,006535129005,108,NGC,
150429,70,2007-W $10 Gold American Eagle Burnished MS70,1,006535126004,104,NGC,
393064,70,2008-W $10 Gold American Eagle Burnished MS70,1,006527201003,104,NGC,
009918,69,1997 $25 Gold American Eagle MS69,1,006522314002,104,NGC,
009918,69,1997 $25 Gold American Eagle MS69,1,006522314001,104,NGC,
008999,50,1883-CC $20 Liberty Gold AU50,1,006521785007,104,NGC,
007941,64,1910 $2.50 Indian Gold MS64,1,006507273006,108,NGC CAC,
007948,63,1915 $2.50 Indian Gold MS63,1,006504371010,104,NGC,
009956,69,2001 $10 Gold American Eagle MS69,1,006453990012,104,NGC,
009810,69,1987 $5 Gold American Eagle MS69,1,006444706001,104,NGC,
007194,65,1889-S S$1 Morgan Dollar MS65,1,006359646009,104,NGC,
008997,55,1882-CC $20 Liberty Gold AU55,1,006357350001,104,NGC,
007941,64,1910 $2.50 Indian Gold MS64,1,006357046008,108,NGC,
009832,69,1989 $25 Gold American Eagle MS69,1,006355698005,108,NGC,
009810,69,1987 $5 Gold American Eagle MS69,1,006355424015,104,NGC,
009810,69,1987 $5 Gold American Eagle MS69,1,006355424014,104,NGC,
003679,67,1861 3CS Three Cent Silver MS67,1,006353188006,104,NGC,
009824,69,1988 $50 Gold American Eagle MS69,1,006352950005,104,NGC,
007942,63,1911 $2.50 Indian Gold MS63,1,006349388005,104,NGC,
007949,63,1925-D $2.50 Indian Gold MS63,1,006346764004,108,NGC,
BURN20,70,2020-W $50 Gold American Eagle Burnished MS70,1,006339632002,104,NGC,
021128,70,2006-W $100 Platinum Amer. Eagle MS70,1,006339629001,104,NGC,
008526,58,1913-S $5 Indian Gold AU58,1,006332707008,104,NGC,
007134,67,1882-CC S$1 Morgan Dollar MS67,1,006332605001,104,NGC,
007943,61,1911-D $2.50 Indian Gold MS61,1,006331227004,108,NGC,
008526,61,1913-S $5 Indian Gold MS61,1,006329887008,108,NGC,
007730,61,1843-D $2.50 Liberty Gold Small D MS61,1,006324472010,104,NGC,
921102,70,2003-W $50 Platinum Amer. Eagle PR70,1,006316360022,104,NGC,
854431,70,2021-S $1 Silver American Eagle Type 2 PR70,1,006315908146,104,Other,
009809,70,1987-S $1 Silver American Eagle PR70,1,006315868010,104,NGC,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,006315848003,104,NGC,
886555,70,2021-W $50 Gold American Eagle Burnished T2 MS70,1,006315594009,104,NGC,
891257,70,2021-W $10 Gold American Eagle With W Type 2 70,1,006315319012,104,NGC,
886555,70,2021-W $50 Gold American Eagle Burnished T2 MS70,1,006314835008,108,NGC,
009035,63,1899 $20 Liberty Gold MS63,1,006314720016,104,NGC,
877713,70,2021 $1 Morgan Dollar MS70,1,006314364094,108,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006314330071,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006314330070,104,NGC,
150429,70,2007-W $10 Gold American Eagle Burnished MS70,1,006314330040,104,NGC,
150429,70,2007-W $10 Gold American Eagle Burnished MS70,1,006314330037,104,NGC,
877714,70,2021 $1 Peace Dollar MS70,1,006314325142,108,NGC,
877711,70,2021-D $1 Morgan Dollar MS70,1,006314291044,108,NGC,
877709,70,2021 $1 Morgan Dollar CC Privy MS70,1,006314062044,108,NGC,
877710,70,2021 $1 Morgan Dollar O Privy MS70,1,006314030242,108,NGC,
854431,70,2021-S $1 Silver American Eagle Type 2 PR70,1,006313643165,104,Other,
854431,70,2021-S $1 Silver American Eagle Type 2 PR70,1,006313643139,104,Other,
854431,70,2021-S $1 Silver American Eagle Type 2 PR70,1,006313635053,104,Other,
MSFA21,70,2021-S $1 Morgan Dollar NGC Adv. Rel. MS70,1,006312137260,108,NGC,
MSFA21,70,2021-S $1 Morgan Dollar NGC Adv. Rel. MS70,1,006312137195,104,NGC,
MPHA21,70,2021 $1 Morgan Dollar NGC Adv. Rel. MS70,1,006312133260,104,NGC,
877712,70,2021-S $1 Morgan Dollar MS70,1,006311845044,108,NGC,
099776,70,1999-W $100 Platinum Amer. Eagle PR70,1,006310294075,104,NGC,
099781,70,2000-W $50 Platinum Amer. Eagle PR70,1,006310294048,104,NGC,
696979,70,2019-W $100 Platinum American Eagle - Liberty PR70,1,006310276021,104,NGC,
9808SF,69,1987 (S) $1 Silver American Eagle MS69,1,006309377272,104,NGC,
921107,70,2004-W $100 Platinum Amer. Eagle PR70,1,006307255025,104,NGC,
099776,70,1999-W $100 Platinum Amer. Eagle PR70,1,006307255006,104,NGC,
PGES21,70,2021-W $50 Gold American Eagle Type 2 PR70,1,006307081017,104,NGC,
PGEH21,70,2021-W $25 Gold American Eagle Type 2 PR70,1,006307080076,104,NGC,
PGEQ21,70,2021-W $10 Gold American Eagle Type 2 PR70,1,006307080024,104,NGC,
PGET21,70,2021-W $5 Gold American Eagle Type 2 PR70,1,006307079002,104,NGC,
2CGE21,70,2021 $5 Gold Eagle 2 coin Set Type 1 / Type 2 PR70,1,006306945004,104,NGC,B
2CGE21,70,2021 $5 Gold Eagle 2 coin Set Type 1 / Type 2 PR70,1,006306945003,104,NGC,B
2CGE21,70,2021 $5 Gold Eagle 2 coin Set Type 1 / Type 2 PR70,1,006306945001,104,NGC,B
668341,70,2018-W $100 Platinum American Eagle - Life PR70,1,006306881010,104,NGC,
696979,70,2019-W $100 Platinum American Eagle - Liberty PR70,1,006306377012,104,NGC,
099773,70,1999-W $10 Platinum Amer. Eagle PR70,1,006306375003,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006305389012,104,NGC,
150432,70,2007-W $50 Gold American Eagle Burnished MS70,1,006305389006,104,NGC,
811479,70,2020-W $100 Plat. Eagle - Happiness PR70,1,006304934049,104,NGC,
668341,70,2018-W $100 Platinum American Eagle - Life PR70,1,006304934042,104,NGC,
668341,70,2018-W $100 Platinum American Eagle - Life PR70,1,006304934036,104,NGC,
2CGE21,70,2021 $5 Gold Eagle 2 coin Set Type 1 / Type 2 PR70,1,006304925030,104,NGC,B
009954,69,2001 $1 Silver American Eagle MS69,1,006302148075,104,NGC,
921109,70,2005-W $25 Platinum Amer. Eagle PR70,1,006301913015,104,NGC,
PKRU21,70,2021 1 1 oz S. African Krugerrand Proof 70 Silver 70,1,006301434070,104,NGC,
009033,63,1898 $20 Liberty Gold MS63,1,006301267037,104,NGC,
099782,70,2000-W $100 Platinum Amer. Eagle PR70,1,006300056097,104,NGC,
099789,70,2001-W $100 Platinum Amer. Eagle PR70,1,006300056060,104,NGC,
626300,70,2017-W $50 American Gold Buffalo PR70,1,006299288010,104,NGC,
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187032,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187031,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187021,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187019,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187018,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187017,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187016,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187015,104,NGC,B
880921,70,2021 $50 Gold American Eagle Type 2 MS70,1,006298187014,104,NGC,B
9850BC,70,1991 $10 Gold American Eagle Black Core MS70,1,006285005002,104,NGC,
007948,63,1915 $2.50 Indian Gold MS63,1,006274424003,104,NGC,
9862BC,70,1992 $25 Gold American Eagle Black Core MS70,1,006269879003,104,NGC,
007296,64,1921 S$1 Morgan Dollar MORGAN MS64,1,006262859064,104,NGC,
099767,70,1998-W $50 Platinum Amer. Eagle PR70,1,006262227003,104,NGC,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,006259854010,104,NGC,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,006259854009,104,NGC,
146916,70,2007 $10 Gold American Eagle MS70,1,006258790001,108,NGC,
CSSE21,70,2021-W $1 Silver American Eagle Congratulation Set 70,1,006256995010,104,NGC,
CSSE21,70,2021-W $1 Silver American Eagle Congratulation Set 70,1,006256995007,104,NGC,
861557,70,2021 $100 Platinum Amer. Eagle MS70,1,006256599060,104,NGC,
861192,70,2021-W $50 Gold American Eagle Type 1 PF70,1,006254184039,104,NGC,
150433,70,2007 W $10 Platinum Amer. Eagle MS70,1,006253788002,104,NGC,
393080,69,2008-W $25 Platinum Amer. Eagle MS69,1,006253787001,104,NGC,
861202,70,2021-W $5 Gold American Eagle Type 1 PF70,1,006252096038,104,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006250821311,104,NGC,
009872,70,1993 $25 Gold American Eagle MS70,1,006245526003,104,NGC,
853828,70,2021-W $100 Plat Amer Eag Free. of Rel. PR70,1,006245134004,104,NGC,
007519,61,1852-D G$1 Gold Dollar MS61,1,006207966010,104,NGC,
007942,63,1911 $2.50 Indian Gold MS63,1,006107220001,108,NGC,
099940,70,1999-W $5 Gold American Eagle With W MS70,1,006098511010,104,NGC,
009856,69,1992 $1 Silver American Eagle MS69,1,006093536015,104,NGC,
SEPB21,69,2021 (P ) $1 Silver American Eagle Blue Core MS69,1,006092972004,104,NGC,
009856,69,1992 $1 Silver American Eagle MS69,1,006092806178,104,NGC,
009856,69,1992 $1 Silver American Eagle MS69,1,006092806177,104,NGC,
009856,69,1992 $1 Silver American Eagle MS69,1,006092806155,104,NGC,
146918,70,2007 $25 Gold American Eagle MS70,1,006091050019,104,NGC,
146918,70,2007 $25 Gold American Eagle MS70,1,006091050015,104,NGC,
146918,70,2007 $25 Gold American Eagle MS70,1,006091050012,104,NGC,
009804,69,1986 $10 Gold American Eagle MS69,1,006090837005,104,NGC,
009890,69,1995 $10 Gold American Eagle MS69,1,006090666038,104,NGC,
009035,63,1899 $20 Liberty Gold MS63,1,006090308011,108,NGC,
009035,63,1899 $20 Liberty Gold MS63,1,006090300455,104,NGC,
SAE021,70,2021 $1 Silver American Eagle Type 1 MS70,1,006088769126,108,NGC,
009029,63,1896 $20 Liberty Gold MS63,1,006088575048,104,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364125,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364124,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364123,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364122,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364121,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364120,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364119,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364118,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364117,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364116,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364115,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364114,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364113,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364112,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364111,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364110,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364109,108,NGC,
SAE021,69,2021 $1 Silver American Eagle Type 1 MS69,1,006088364108,108,NGC,
burn20,70,2020-W $50 Gold American Eagle Burnished MS70,1,006085026005,108,NGC,
009805,69,1986 $25 Gold American Eagle MS69,1,006084485033,104,NGC,
009805,69,1986 $25 Gold American Eagle MS69,1,006084485032,104,NGC,
009805,69,1986 $25 Gold American Eagle MS69,1,006084485031,104,NGC,
9801SF,69,1986 (S) $1 Silver American Eagle MS69,1,006083186174,104,NGC,
9801SF,69,1986 (S) $1 Silver American Eagle MS69,1,006083186086,104,NGC,
009806,70,1986 $50 Gold American Eagle MS70,1,006081832009,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006080983039,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006080983038,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006080983037,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006080983036,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006080983034,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006080983028,104,NGC,
007942,63,1911 $2.50 Indian Gold MS63,1,006079309007,108,NGC,
009036,63,1899-S $20 Liberty Gold MS63,1,006078541040,104,PCGS,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006076893027,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006076893026,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006076893024,104,NGC,
PLAE20,70,2020-W 1oz Palladium American Eagle Burnished MS70,1,006076893023,104,NGC,
007942,63,1911 $2.50 Indian Gold MS63,1,006064223006,104,NGC,
007942,63,1911 $2.50 Indian Gold MS63,1,006064221004,104,NGC,
008000,63,1878 $3 Three Dollar Gold MS63,1,006063939007,104,NGC,
008514,64,1909-D $5 Indian Gold MS64,1,006060380003,104,NGC,
007942,63,1911 $2.50 Indian Gold MS63,1,006058889001,104,NGC,
008356,55,1881-CC $5 Liberty Gold AU55,1,006058729008,104,NGC,
009962,69,2002 $25 Gold American Eagle MS69,1,006042056023,104,NGC,
9808sf,69,1987 (S) $1 Silver American Eagle MS69,1,006041947185,104,NGC,
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,006039721076,104,NGC,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,006039721075,104,NGC,B
007166,63,1886 S$1 Morgan Dollar MS63,1,006038996029,104,NGC,B
007166,63,1886 S$1 Morgan Dollar MS63,1,006038996028,104,NGC,B
007166,63,1886 S$1 Morgan Dollar MS63,1,006038996027,104,NGC,B
007166,63,1886 S$1 Morgan Dollar MS63,1,006038996012,104,NGC,B
007166,63,1886 S$1 Morgan Dollar MS63,1,006038996006,104,NGC,B
921119,70,2006-W $100 Platinum Amer. Eagle PR70,1,006038405007,104,NGC,
009956,69,2001 $10 Gold American Eagle MS69,1,006035696134,104,NGC,
009808,69,1987 $1 Silver American Eagle MS69,1,006034651008,108,NGC,
009858,69,1992 $5 Gold American Eagle MS69,1,006034235027,108,NGC,
817900,69,2020 (P) $1 Silver American Eagle MS69,1,006032815059,104,PCGS,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482131,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482129,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482127,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482126,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482123,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482120,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482113,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482111,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482109,104,NGC,
MBRP20,69,2020 5 oz Marsh Billings Rockefeller National Historic Park ATB MS69,1,006032482105,104,NGC,
GAEH20,70,2020 $25 Gold American Eagle MS70,1,006021825045,104,NGC,B
GAEH20,70,2020 $25 Gold American Eagle MS70,1,006021825044,104,NGC,B
009900,69,1996 $1 Silver American Eagle MS69,1,006021543124,108,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006021543123,104,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006021543117,104,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006021543115,104,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006021543114,104,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006021543113,104,NGC,
009900,69,1996 $1 Silver American Eagle MS69,1,006021543112,108,NGC,
009956,69,2001 $10 Gold American Eagle MS69,1,006021360133,104,NGC,
008763,64,1907 $10 Liberty Gold LIBERTY MS64,1,006020266016,104,NGC,
817900,69,2020 (P) $1 Silver American Eagle MS69,1,006017757432,104,NGC,
009039,63,1901 $20 Liberty Gold MS63,1,006016815019,104,NGC,
TRPW20,69,2020 (P) $1 Silver American Eagle Trump Label White Core 69,1,006016208007,104,Other,
TRPB20,69,2020 (P) $1 Silver American Eagle Trump Label Blue Core 69,1,006016205106,104,Other,
trpb20,69,2020 (P) $1 Silver American Eagle Trump Label Blue Core 69,1,006016205105,104,NGC,
trpb20,69,2020 (P) $1 Silver American Eagle Trump Label Blue Core 69,1,006016205104,104,NGC,
TRPB20,69,2020 (P) $1 Silver American Eagle Trump Label Blue Core 69,1,006016204279,104,Other,
TRPR20,69,2020 (P) $1 Silver American Eagle Trump Label Red Core 69,1,006016198390,104,Other,
TRPR20,69,2020 (P) $1 Silver American Eagle Trump Label Red Core 69,1,006016198330,104,Other,
099775,70,1999-W $50 Platinum Amer. Eagle PR70,1,006015769008,104,NGC,
817900,69,2020 (P) $1 Silver American Eagle MS69,1,006015535109,104,PCGS,
817900,70,2020 (P) $1 Silver American Eagle MS70,1,006014962340,104,NGC,
DTGE20,69,2020 $5 Gold American Eagle Trump Label MS69,1,006014399003,104,Other,B
DTGE20,69,2020 $5 Gold American Eagle Trump Label MS69,1,006014399002,104,Other,B
DTGE20,69,2020 $5 Gold American Eagle Trump Label MS69,1,006014399001,104,Other,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,006014018397,104,Other,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,006014018395,104,Other,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,006014018123,104,Other,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,006014018002,104,Other,B
009052,63,1907 $20 Liberty Gold LIBERTY MS63,1,006013716050,108,NGC,
009052,63,1907 $20 Liberty Gold LIBERTY MS63,1,006013716049,108,NGC,
007518,64,1852-C G$1 Gold Dollar MS64,1,005915648002,104,NGC,
007951,63,1927 $2.50 Indian Gold MS63,1,005907483004,108,NGC,
009810,69,1987 $5 Gold American Eagle MS69,1,005871115010,104,NGC,
099940,70,1999-W $5 Gold American Eagle With W MS70,1,005868708007,104,NGC,
150437,70,2007 W $50 Platinum Amer. Eagle MS70,1,005868473008,104,NGC,
009852,69,1991 $25 Gold American Eagle MS69,1,005860455002,104,NGC,
009852,69,1991 $25 Gold American Eagle MS69,1,005860450002,104,NGC,
009852,69,1991 $25 Gold American Eagle MS69,1,005860430002,104,NGC,
007952,63,1928 $2.50 Indian Gold MS63,1,005855262004,108,NGC,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936050,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936049,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936048,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936047,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936046,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936045,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936044,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936043,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936042,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936041,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936040,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936039,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936038,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936037,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936036,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936035,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936034,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936033,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936032,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936031,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936030,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936029,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936028,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936027,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936025,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936024,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936023,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936022,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936021,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936020,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936019,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936018,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936017,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936016,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936015,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936014,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936013,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936012,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936011,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936010,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936009,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936008,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936007,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936006,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936005,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936004,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936003,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936002,104,Other,
BRSE19,70,2019 $1 Silver American Eagle Betsy Ross Label MS70,1,005836936001,104,Other,
DTSE20,70,2020 $1 Silver American Eagle Trump Label MS70,1,005833685371,104,NGC,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,005833684031,104,NGC,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,005833683289,104,NGC,B
009912,69,1997 $1 Silver American Eagle MS69,1,005832462232,104,NGC,
089989,70,2006-W $50 Gold American Eagle Burnished MS70,1,005832448002,108,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426012,104,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426010,104,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426009,104,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426008,104,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426007,104,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426005,104,NGC,
BURN19,70,2019-W $50 Gold American Eagle Burnished MS70,1,005832426004,104,NGC,
DTSE20,70,2020 $1 Silver American Eagle Trump Label MS70,1,005832379031,104,NGC,B
009037,65,1900 $20 Liberty Gold MS65,1,005832353007,104,NGC,
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,005832315116,104,NGC,B
DTSE20,70,2020 $1 Silver American Eagle Trump Label MS70,1,005832118059,104,NGC,B
DTSE20,70,2020 $1 Silver American Eagle Trump Label MS70,1,005832118058,104,NGC,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,005832117361,104,Other,B
DTSE20,69,2020 $1 Silver American Eagle Trump Label MS69,1,005832117360,104,Other,B
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362165,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362164,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362163,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362160,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362159,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362158,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362157,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362156,104,Other,
TRMP20,69,2020 $1 Silver American Eagle Trump Label 2 MS69,1,005830362155,104,Other,
